company,paragraph
Unilever_2014_247,"Over the past three years, Unilever has again delivered very strong financial performance. Underlying sales growth during this period was 4.7% per annum. Core operating margin improvement over the period was an average of 0.37 percentage points per year, demonstrating management’s drive for consistent top and bottom line growth. Unilever has also generated very strong operating cash in the period, with cumulative operating cash flow of €15.5 billion. Total shareholder return (TSR) over this three-year period was below the performance of our peers, and, as a result, no part of the GSIP and MCIP awards related to TSR will vest. The Committee believes the outcomes of the long-term share incentive plans represent a fair reflection of Unilever’s underlying performance over the last three years. On the basis of this performance, the Committee determined that the GSIP awards to the end of 2014 together with MCIP awards, which were granted to Executive Directors for the first time in 2012, will vest at 121% of initial award levels (ie 61% of maximum for GSIP and 81% of maximum awards for MCIP, which is capped at 150%)."
Unilever_2014_248,"In our 2011 Directors’ Remuneration Report, the Committee drew shareholders’ attention to our concern that the CEO’s salary was positioned at the lower end of market practice compared to similar sized UK and European companies. At that time the Committee stated that it would look to make further increases, as appropriate, to address this over the next few years. Since then, largely at the CEO and CFO’s own insistence, we have consistently awarded less of a salary increase than we believed was merited by the performance of the Executive Directors. Having held their salaries steady for longer than intended and in view of the sustained track record of performance delivery, the Committee recommended, and the Boards approved, salary increases for the CEO and CFO with effect from January 2015. In making these recommendations the Committee considered the strong performance of Unilever and alignment, both to increases in pay for the broader employee population and externally. The CEO and CFO have turned down the salary increases recommended by the Committee for 2015."
Unilever_2014_249,"As in previous years, the Committee continues to use performance-based incentives to drive the business towards delivering sustainable long-term value for shareholders. For 2015, the Committee has decided to focus on the importance of cash generation in an environment of lower global growth rates by replacing underlying volume growth with growth in free cash flow (FCF) as a performance measure for the annual bonus, in alignment with our strategy as set out earlier in this Report. FCF is a widely reported metric used to evaluate Unilever’s in-year performance. For our shareholders, cash is an important driver of value creation, allowing us to pay attractive and sustainable dividends while continuing to invest in the business."
Unilever_2014_250,"The performance measures for our long-term share incentive plans remain unchanged for the 2015-2017 performance cycle. Even though FCF is our primary cash measure, we use operating cash flow (OCF) as the cash measure in our long-term incentive plans as it better represents underlying long-term performance at constant exchange rates. To better describe long-term management performance, OCF is also adjusted to exclude the impact of cash inflows and outflows resulting from M&A activity and the impact of pension contributions and interest costs on external borrowings."
Unilever_2014_251,"For reasons of commercial sensitivity, our practice is to disclose the target ranges for performance measures together with the outcomes of incentive plans at the end of the respective performance period."
Unilever_2014_252,"In 2015 the Committee plans to undertake a further review of our remuneration framework to ensure that it continues to be fully aligned with Unilever’s business strategy and enables us to respond quickly to the rapidly changing markets in which we operate. Specifically, we will be looking for opportunities to simplify reward arrangements and also to strengthen the linkage between executive pay and the creation of sustainable longer term shareholder value. To the extent that changes are proposed, the Committee will consult with key shareholders to get their feedback in advance of recommending changes to shareholders."
Unilever_2014_253,"In India around 600 million people, like Saritadevi (pictured*), do not have access to a toilet in their house, leaving them no choice but to use local fields. Unilever is committed to helping 25 million people gain improved access to a toilet by 2020, by promoting the benefits of using clean toilets and making toilets accessible."
Unilever_2014_254,"We are working with multiple partners, including UNICEF, to create sustainable approaches to better sanitation by promoting good hygiene practices to improve the health and well-being of communities and helping to create demand for access to toilets."
Unilever_2014_255,"We are also working with Water & Sanitation for the Urban Poor (WSUP) to develop innovative sanitation businesses and promote hygiene communications to millions of the poorest consumers in Ghana, Bangladesh, Kenya and Zambia."
Unilever_2014_256,"And we are providing support through the Domestos Toilet Academy, a market-based model that improves sanitation in India and Vietnam. By the end of 2014 there were ten Domestos Toilet Academies open, eight in India and two in Vietnam. The Academies train entrepreneurs to form businesses supplying, installing and maintaining hygienic toilets. The initiative will train 250 entrepreneurs and supply 51,000 toilets by the end of 2015."
